#
#       site : https://molat.obspm.fr/index.php?page=pages/Molecules/CO-Rostas/view_data.php&fichier=T112C16O.txt
#
#       Table 1A. Absorption lines of 12C16O listed by rotational number (J") of
#                 the lower level.  
#
#       - column no 1 : (" between quotes ") band identification
#       - column no 2 : lower vibrational level
#       - column no 3 : lower rotational  level
#       - column no 4 : wavelength (in nm)
#       - column no 5 : wavenumber (in cm-1)
#       - column no 6 : oscillator strength
#       - column no 7 : upper state reciprocal lifetime (in s-1)
#       - column no 8 : upper state branching ratio towards dissociation
#
#       For more details concerning this table, please refer to page 234 of the paper by
#       Eidelsberg et al.(1991) which can be downloaded from this site. 
#
nb of lines:  3051
"C12O16 33   F  3ds1S 0-0 P(20)"   0  20  100.4112  99590.48 3.866E-03 3.333E+11 1.000E+00
"C12O16 33   F  3ds1S 0-0 R(20)"   0  20  100.2772  99723.52 4.064E-03 3.333E+11 1.000E+00
"C12O16 34   V     3P 0-0 P(20)"   0  20  101.2559  98759.72 1.023E-05 1.000E+09 1.000E+00
"C12O16 34   V     3P 0-0 Q(20)"   0  20  101.1870  98826.96 2.209E-05 1.000E+09 1.000E+00
"C12O16 34   V     3P 0-0 R(20)"   0  20  101.1149  98897.39 1.186E-05 1.000E+09 1.000E+00
"C12O16 35   C  3ps1S 3-0 P(20)"   0  20  101.8847  98150.12 2.126E-05 1.000E+09 1.000E+00
"C12O16 35   C  3ps1S 3-0 R(20)"   0  20  101.7258  98303.46 2.236E-05 1.000E+09 1.000E+00
"C12O16 36   E  3pp1P 2-0 P(20)"   0  20  103.0193  97069.20 9.877E-06 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 Q(20)"   0  20  102.9454  97138.84 2.133E-05 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 R(20)"   0  20  102.8546  97224.60 1.145E-05 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 P(20)"   0  20  104.0660  96092.83 5.094E-06 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 R(20)"   0  20  103.8978  96248.41 5.358E-06 1.000E+10 1.000E+00
"C12O16 37   E  3pp1P 1-0 P(20)"   0  20  105.2492  95012.60 5.724E-04 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 Q(20)"   0  20  105.1636  95089.96 1.236E-03 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 R(20)"   0  20  105.0738  95171.17 6.639E-04 1.000E+10 9.800E-01
"C12O16 38   C  3ps1S 1-0 P(20)"   0  20  106.3950  93989.36 1.350E-03 1.000E+09 6.000E-01
"C12O16 38   C  3ps1S 1-0 R(20)"   0  20  106.2172  94146.69 1.420E-03 1.000E+09 6.000E-01
"C12O16 39   E  3pp1P 0-0 P(20)"   0  20  107.6784  92869.14 8.451E-03 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 Q(20)"   0  20  107.5933  92942.55 1.825E-02 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 R(20)"   0  20  107.4925  93029.77 9.802E-03 1.000E+09 8.900E-01
"C12O16 40   C  3ps1S 0-0 P(20)"   0  20  108.8728  91850.32 3.016E-02 1.000E+09 0.000E+00
"C12O16 40   C  3ps1S 0-0 R(20)"   0  20  108.6847  92009.25 3.172E-02 1.000E+09 0.000E+00
"C12O16 41   B  3ss1S 2-0 P(20)"   0  20  110.0180  90894.24 1.823E-05 3.333E+11 1.000E+00
"C12O16 41   B  3ss1S 2-0 R(20)"   0  20  109.8325  91047.69 1.918E-05 3.333E+11 1.000E+00
"C12O16 42   B  3ss1S 1-0 P(20)"   0  20  112.4591  88921.19 3.490E-04 1.000E+08 0.000E+00
"C12O16 42   B  3ss1S 1-0 R(20)"   0  20  112.2608  89078.28 3.671E-04 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 P(20)"   0  20  115.1422  86849.13 2.201E-03 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 R(20)"   0  20  114.9314  87008.41 2.315E-03 1.000E+08 0.000E+00
"C12O16 7A         1P 0-0 P(21)"   0  21   91.3450 109475.08 7.849E-04 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 Q(21)"   0  21   91.2795 109553.65 1.689E-03 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 R(21)"   0  21   91.2111 109635.73 9.039E-04 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 P(21)"   0  21   91.4402 109361.09 8.193E-04 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 R(21)"   0  21   91.3095 109517.59 8.596E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 P(21)"   0  21   91.4116 109395.31 3.903E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 Q(21)"   0  21   91.3461 109473.80 8.397E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 R(21)"   0  21   91.2778 109555.64 4.495E-04 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 P(21)"   0  21   91.4931 109297.80 1.314E-02 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 R(21)"   0  21   91.3692 109446.01 1.378E-02 1.000E+10 1.000E+00
"C12O16 8A      6pp1P 0-0 P(21)"   0  21   91.6472 109114.10 4.603E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 Q(21)"   0  21   91.5802 109193.90 9.904E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 R(21)"   0  21   91.5101 109277.50 5.301E-04 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 P(21)"   0  21   91.7516 108989.97 3.861E-03 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 R(21)"   0  21   91.6342 109129.58 4.050E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 P(21)"   0  21   91.8939 108821.12 5.269E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 Q(21)"   0  21   91.8370 108888.63 1.133E-02 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 R(21)"   0  21   91.7776 108959.09 6.067E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 P(21)"   0  21   91.9110 108800.90 1.378E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 R(21)"   0  21   91.7558 108984.94 1.446E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 P(21)"   0  21   92.0885 108591.14 1.374E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 R(21)"   0  21   91.9502 108754.49 1.442E-03 1.000E+11 1.000E+00
"C12O16 10      5ds1S 0-0 P(21)"   0  21   92.3514 108282.10 3.083E-03 3.333E+11 1.000E+00
"C12O16 10      5ds1S 0-0 R(21)"   0  21   92.2122 108445.50 3.234E-03 3.333E+11 1.000E+00
"C12O16 11         1S 1-0 P(21)"   0  21   92.5571 108041.40 2.515E-03 1.000E+11 1.000E+00
"C12O16 11         1S 1-0 R(21)"   0  21   92.4225 108198.77 2.638E-03 1.000E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 P(21)"   0  21   92.7639 107800.55 3.794E-03 3.333E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 Q(21)"   0  21   92.7078 107865.80 8.163E-03 3.333E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 R(21)"   0  21   92.6494 107933.74 4.369E-03 3.333E+11 1.000E+00
"C12O16 13         1P 2-0 P(21)"   0  21   92.9394 107597.02 1.553E-03 1.000E+11 1.000E+00
"C12O16 13         1P 2-0 Q(21)"   0  21   92.8703 107677.06 3.341E-03 1.000E+11 1.000E+00
"C12O16 13         1P 2-0 R(21)"   0  21   92.7981 107760.88 1.788E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 P(21)"   0  21   93.1161 107392.82 1.475E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 Q(21)"   0  21   93.0507 107468.30 3.173E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 R(21)"   0  21   92.9824 107547.28 1.698E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 P(21)"   0  21   93.2774 107207.13 1.401E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 Q(21)"   0  21   93.2174 107276.06 3.014E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 R(21)"   0  21   93.1548 107348.24 1.613E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 P(21)"   0  21   93.4829 106971.48 2.797E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 Q(21)"   0  21   93.4482 107011.11 6.016E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 R(21)"   0  21   93.4141 107050.18 3.219E-03 1.000E+11 1.000E+00
"C12O16 15C     5ps1S 0-0 P(21)"   0  21   93.3009 107180.09 1.077E-02 1.000E+10 1.000E+00
"C12O16 15C     5ps1S 0-0 R(21)"   0  21   93.1426 107362.31 1.130E-02 1.000E+10 1.000E+00
"C12O16 16         1S 2-0 P(21)"   0  21   94.0066 106375.50 1.832E-03 3.333E+11 1.000E+00
"C12O16 16         1S 2-0 R(21)"   0  21   93.9367 106454.62 1.921E-03 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 P(21)"   0  21   93.8757 106523.88 6.267E-06 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 R(21)"   0  21   93.7318 106687.35 6.576E-06 3.333E+11 1.000E+00
"C12O16 17   I' 5ss1S 0-0 P(21)"   0  21   94.0498 106326.70 1.042E-02 1.000E+12 1.000E+00
"C12O16 17   I' 5ss1S 0-0 R(21)"   0  21   93.8956 106501.28 1.094E-02 1.000E+12 1.000E+00
"C12O16 18   W  3ss1P 2-0 P(21)"   0  21   94.2992 106045.46 5.981E-03 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 Q(21)"   0  21   94.2387 106113.47 1.287E-02 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 R(21)"   0  21   94.1755 106184.68 6.887E-03 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 P(21)"   0  21   94.7162 105578.55 3.719E-03 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 R(21)"   0  21   94.5719 105739.69 3.902E-03 1.000E+11 1.000E+00
"C12O16 20   L  4pp1P 1-0 P(21)"   0  21   94.8973 105377.09 6.482E-04 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 Q(21)"   0  21   94.8235 105459.06 1.395E-03 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 R(21)"   0  21   94.7464 105544.90 7.466E-04 1.000E+10 1.000E+00
"C12O16 21   H  4ps1S 1-0 P(21)"   0  21   95.0700 105185.64 1.075E-02 1.000E+12 1.000E+00
"C12O16 21   H  4ps1S 1-0 R(21)"   0  21   94.9197 105352.22 1.128E-02 1.000E+12 1.000E+00
"C12O16 22   W  3ss1P 1-0 P(21)"   0  21   95.8417 104338.70 3.125E-03 3.333E+11 1.000E+00
"C12O16 22   W  3ss1P 1-0 Q(21)"   0  21   95.7832 104402.47 6.724E-03 3.333E+11 1.000E+00
"C12O16 22   W  3ss1P 1-0 R(21)"   0  21   95.7221 104469.07 3.599E-03 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 P(21)"   0  21   96.3056 103836.10 5.967E-05 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 Q(21)"   0  21   96.2511 103894.90 1.284E-04 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 R(21)"   0  21   96.1941 103956.50 6.870E-05 3.333E+11 1.000E+00
"C12O16 24   J  4ss1S 1-0 P(21)"   0  21   96.5161 103609.69 1.364E-03 3.333E+11 1.000E+00
"C12O16 24   J  4ss1S 1-0 R(21)"   0  21   96.3631 103774.12 1.431E-03 3.333E+11 1.000E+00
"C12O16 25   L  4pp1P 0-0 P(21)"   0  21   96.8853 103214.84 1.798E-03 1.000E+10 1.000E+00
"C12O16 25   L  4pp1P 0-0 Q(21)"   0  21   96.8076 103297.65 3.870E-03 1.000E+10 1.000E+00
"C12O16 25   L  4pp1P 0-0 R(21)"   0  21   96.7264 103384.37 2.071E-03 1.000E+10 1.000E+00
"C12O16 26   L' 3dp1P 1-0 P(21)"   0  21   97.0142 103077.71 2.880E-03 3.333E+11 1.000E+00
"C12O16 26   L' 3dp1P 1-0 Q(21)"   0  21   96.9436 103152.79 6.196E-03 3.333E+11 1.000E+00
"C12O16 26   L' 3dp1P 1-0 R(21)"   0  21   96.8697 103231.42 3.317E-03 3.333E+11 1.000E+00
"C12O16 27   K  4ps1S 0-0 P(21)"   0  21   97.1230 102962.17 1.025E-02 1.000E+10 1.000E+00
"C12O16 27   K  4ps1S 0-0 R(21)"   0  21   96.9723 103122.23 1.075E-02 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 P(21)"   0  21   97.5018 102562.21 2.799E-03 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 Q(21)"   0  21   97.4422 102624.91 6.021E-03 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 R(21)"   0  21   97.3802 102690.30 3.222E-03 1.000E+10 1.000E+00
"C12O16 29   W'    3P 2-0 P(21)"   0  21   97.9746 102067.31 4.226E-04 1.000E+11 1.000E+00
"C12O16 29   W'    3P 2-0 Q(21)"   0  21   97.9131 102131.40 9.092E-04 1.000E+11 1.000E+00
"C12O16 29   W'    3P 2-0 R(21)"   0  21   97.8488 102198.50 4.866E-04 1.000E+11 1.000E+00
"C12O16 30   F  3ds1S 1-0 P(21)"   0  21   98.3675 101659.58 2.341E-04 3.333E+11 1.000E+00
"C12O16 30   F  3ds1S 1-0 R(21)"   0  21   98.2148 101817.62 2.456E-04 3.333E+11 1.000E+00
"C12O16 31   J  4ss1S 0-0 P(21)"   0  21   98.6354 101383.44 7.493E-03 1.000E+12 1.000E+00
"C12O16 31   J  4ss1S 0-0 R(21)"   0  21   98.4745 101549.16 7.863E-03 1.000E+12 1.000E+00
"C12O16 32   G  3dp1P 0-0 P(21)"   0  21   99.0426 100966.70 1.072E-04 1.000E+11 1.000E+00
"C12O16 32   G  3dp1P 0-0 Q(21)"   0  21   98.9621 101048.75 2.307E-04 1.000E+11 1.000E+00
"C12O16 32   G  3dp1P 0-0 R(21)"   0  21   98.8781 101134.66 1.235E-04 1.000E+11 1.000E+00
"C12O16 *    G'    3P 1-0 P(21)"   0  21   99.6078 100393.78 2.655E-06 1.000E+10 1.000E+00
"C12O16 *    G'    3P 1-0 Q(21)"   0  21   99.5462 100455.88 5.713E-06 1.000E+10 1.000E+00
"C12O16 *    G'    3P 1-0 R(21)"   0  21   99.4819 100520.79 3.058E-06 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 4-0 P(21)"   0  21   99.7239 100276.90 1.111E-04 1.000E+12 1.000E+00
"C12O16 *    C  3ps1S 4-0 R(21)"   0  21   99.5667 100435.14 1.166E-04 1.000E+12 1.000E+00
"C12O16 33   F  3ds1S 0-0 P(21)"   0  21  100.4266  99575.22 3.870E-03 3.333E+11 1.000E+00
"C12O16 33   F  3ds1S 0-0 R(21)"   0  21  100.2877  99713.17 4.059E-03 3.333E+11 1.000E+00
"C12O16 34   V     3P 0-0 P(21)"   0  21  101.2695  98746.44 1.027E-05 1.000E+09 1.000E+00
"C12O16 34   V     3P 0-0 Q(21)"   0  21  101.1973  98816.87 2.209E-05 1.000E+09 1.000E+00
"C12O16 34   V     3P 0-0 R(21)"   0  21  101.1220  98890.47 1.183E-05 1.000E+09 1.000E+00
"C12O16 35   C  3ps1S 3-0 P(21)"   0  21  101.8907  98144.41 2.128E-05 1.000E+09 1.000E+00
"C12O16 35   C  3ps1S 3-0 R(21)"   0  21  101.7241  98305.16 2.233E-05 1.000E+09 1.000E+00
"C12O16 36   E  3pp1P 2-0 P(21)"   0  21  103.0243  97064.50 9.913E-06 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 Q(21)"   0  21  102.9471  97137.29 2.133E-05 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 R(21)"   0  21  102.8516  97227.42 1.142E-05 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 P(21)"   0  21  104.0710  96088.21 5.100E-06 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 R(21)"   0  21  103.8947  96251.33 5.352E-06 1.000E+10 1.000E+00
"C12O16 37   E  3pp1P 1-0 P(21)"   0  21  105.2527  95009.44 5.745E-04 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 Q(21)"   0  21  105.1628  95090.65 1.236E-03 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 R(21)"   0  21  105.0688  95175.70 6.618E-04 1.000E+10 9.800E-01
"C12O16 38   C  3ps1S 1-0 P(21)"   0  21  106.3993  93985.60 1.351E-03 1.000E+09 6.000E-01
"C12O16 38   C  3ps1S 1-0 R(21)"   0  21  106.2129  94150.55 1.418E-03 1.000E+09 6.000E-01
"C12O16 39   E  3pp1P 0-0 P(21)"   0  21  107.6809  92866.98 8.482E-03 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 Q(21)"   0  21  107.5919  92943.80 1.825E-02 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 R(21)"   0  21  107.4860  93035.41 9.772E-03 1.000E+09 8.900E-01
"C12O16 40   C  3ps1S 0-0 P(21)"   0  21  108.8763  91847.34 3.019E-02 1.000E+09 0.000E+00
"C12O16 40   C  3ps1S 0-0 R(21)"   0  21  108.6791  92013.97 3.169E-02 1.000E+09 0.000E+00
"C12O16 41   B  3ss1S 2-0 P(21)"   0  21  110.0248  90888.59 1.826E-05 3.333E+11 1.000E+00
"C12O16 41   B  3ss1S 2-0 R(21)"   0  21  109.8304  91049.47 1.916E-05 3.333E+11 1.000E+00
"C12O16 42   B  3ss1S 1-0 P(21)"   0  21  112.4640  88917.31 3.494E-04 1.000E+08 0.000E+00
"C12O16 42   B  3ss1S 1-0 R(21)"   0  21  112.2561  89082.01 3.667E-04 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 P(21)"   0  21  115.1459  86846.32 2.204E-03 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 R(21)"   0  21  114.9249  87013.32 2.313E-03 1.000E+08 0.000E+00
"C12O16 7A         1P 0-0 P(22)"   0  22   91.3498 109469.32 7.874E-04 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 Q(22)"   0  22   91.2814 109551.40 1.689E-03 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 R(22)"   0  22   91.2101 109636.97 9.013E-04 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 P(22)"   0  22   91.4468 109353.21 8.201E-04 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 R(22)"   0  22   91.3101 109516.91 8.587E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 P(22)"   0  22   91.4165 109389.47 3.915E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 Q(22)"   0  22   91.3481 109471.31 8.396E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 R(22)"   0  22   91.2771 109556.45 4.482E-04 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 P(22)"   0  22   91.5031 109285.95 1.315E-02 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 R(22)"   0  22   91.3737 109440.63 1.377E-02 1.000E+10 1.000E+00
"C12O16 8A      6pp1P 0-0 P(22)"   0  22   91.6510 109109.57 4.618E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 Q(22)"   0  22   91.5808 109193.17 9.904E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 R(22)"   0  22   91.5076 109280.57 5.286E-04 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 P(22)"   0  22   91.7650 108974.01 3.865E-03 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 R(22)"   0  22   91.6428 109119.32 4.046E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 P(22)"   0  22   91.9081 108804.30 5.286E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 Q(22)"   0  22   91.8487 108874.76 1.133E-02 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 R(22)"   0  22   91.7868 108948.12 6.049E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 P(22)"   0  22   91.9063 108806.45 1.380E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 R(22)"   0  22   91.7439 108999.05 1.445E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 P(22)"   0  22   92.0924 108586.60 1.376E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 R(22)"   0  22   91.9477 108757.50 1.440E-03 1.000E+11 1.000E+00
"C12O16 10      5ds1S 0-0 P(22)"   0  22   92.3552 108277.57 3.086E-03 3.333E+11 1.000E+00
"C12O16 10      5ds1S 0-0 R(22)"   0  22   92.2096 108448.57 3.231E-03 3.333E+11 1.000E+00
"C12O16 11         1S 1-0 P(22)"   0  22   92.5635 108034.00 2.517E-03 1.000E+11 1.000E+00
"C12O16 11         1S 1-0 R(22)"   0  22   92.4228 108198.37 2.636E-03 1.000E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 P(22)"   0  22   92.7803 107781.47 3.806E-03 3.333E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 Q(22)"   0  22   92.7219 107849.41 8.161E-03 3.333E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 R(22)"   0  22   92.6612 107919.98 4.356E-03 3.333E+11 1.000E+00
"C12O16 13         1P 2-0 P(22)"   0  22   92.9431 107592.73 1.558E-03 1.000E+11 1.000E+00
"C12O16 13         1P 2-0 Q(22)"   0  22   92.8707 107676.55 3.341E-03 1.000E+11 1.000E+00
"C12O16 13         1P 2-0 R(22)"   0  22   92.7952 107764.15 1.783E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 P(22)"   0  22   93.1238 107383.97 1.480E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 Q(22)"   0  22   93.0553 107462.95 3.173E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 R(22)"   0  22   92.9840 107545.42 1.693E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 P(22)"   0  22   93.2908 107191.73 1.405E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 Q(22)"   0  22   93.2280 107263.91 3.014E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 R(22)"   0  22   93.1625 107339.32 1.608E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 P(22)"   0  22   93.5219 106926.78 2.805E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 Q(22)"   0  22   93.4878 106965.85 6.013E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 R(22)"   0  22   93.4545 107003.99 3.208E-03 1.000E+11 1.000E+00
"C12O16 15C     5ps1S 0-0 P(22)"   0  22   93.2968 107184.77 1.078E-02 1.000E+10 1.000E+00
"C12O16 15C     5ps1S 0-0 R(22)"   0  22   93.1312 107375.38 1.129E-02 1.000E+10 1.000E+00
"C12O16 16         1S 2-0 P(22)"   0  22   94.0470 106329.81 1.833E-03 3.333E+11 1.000E+00
"C12O16 16         1S 2-0 R(22)"   0  22   93.9738 106412.61 1.918E-03 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 P(22)"   0  22   93.8796 106519.38 6.274E-06 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 R(22)"   0  22   93.7291 106690.46 6.569E-06 3.333E+11 1.000E+00
"C12O16 17   I' 5ss1S 0-0 P(22)"   0  22   94.0489 106327.63 1.043E-02 1.000E+12 1.000E+00
"C12O16 17   I' 5ss1S 0-0 R(22)"   0  22   93.8876 106510.33 1.093E-02 1.000E+12 1.000E+00
"C12O16 18   W  3ss1P 2-0 P(22)"   0  22   94.3137 106029.14 6.000E-03 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 Q(22)"   0  22   94.2504 106100.35 1.287E-02 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 R(22)"   0  22   94.1843 106174.77 6.867E-03 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 P(22)"   0  22   94.7212 105572.93 3.723E-03 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 R(22)"   0  22   94.5703 105741.48 3.898E-03 1.000E+11 1.000E+00
"C12O16 20   L  4pp1P 1-0 P(22)"   0  22   94.8994 105374.73 6.504E-04 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 Q(22)"   0  22   94.8222 105460.57 1.395E-03 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 R(22)"   0  22   94.7416 105550.27 7.445E-04 1.000E+10 1.000E+00
"C12O16 21   H  4ps1S 1-0 P(22)"   0  22   95.0727 105182.66 1.076E-02 1.000E+12 1.000E+00
"C12O16 21   H  4ps1S 1-0 R(22)"   0  22   94.9154 105356.99 1.127E-02 1.000E+12 1.000E+00
"C12O16 22   W  3ss1P 1-0 P(22)"   0  22   95.8606 104318.14 3.135E-03 3.333E+11 1.000E+00
"C12O16 22   W  3ss1P 1-0 Q(22)"   0  22   95.7994 104384.74 6.723E-03 3.333E+11 1.000E+00
"C12O16 22   W  3ss1P 1-0 R(22)"   0  22   95.7358 104454.11 3.588E-03 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 P(22)"   0  22   96.3293 103810.57 5.986E-05 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 Q(22)"   0  22   96.2722 103872.17 1.283E-04 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 R(22)"   0  22   96.2125 103936.57 6.849E-05 3.333E+11 1.000E+00
"C12O16 24   J  4ss1S 1-0 P(22)"   0  22   96.5198 103605.68 1.365E-03 3.333E+11 1.000E+00
"C12O16 24   J  4ss1S 1-0 R(22)"   0  22   96.3598 103777.68 1.429E-03 3.333E+11 1.000E+00
"C12O16 25   L  4pp1P 0-0 P(22)"   0  22   96.8867 103213.32 1.804E-03 1.000E+10 1.000E+00
"C12O16 25   L  4pp1P 0-0 Q(22)"   0  22   96.8054 103300.04 3.870E-03 1.000E+10 1.000E+00
"C12O16 25   L  4pp1P 0-0 R(22)"   0  22   96.7205 103390.66 2.066E-03 1.000E+10 1.000E+00
"C12O16 26   L' 3dp1P 1-0 P(22)"   0  22   97.0229 103068.46 2.889E-03 3.333E+11 1.000E+00
"C12O16 26   L' 3dp1P 1-0 Q(22)"   0  22   96.9489 103147.09 6.195E-03 3.333E+11 1.000E+00
"C12O16 26   L' 3dp1P 1-0 R(22)"   0  22   96.8718 103229.24 3.307E-03 3.333E+11 1.000E+00
"C12O16 27   K  4ps1S 0-0 P(22)"   0  22   97.1288 102956.12 1.026E-02 1.000E+10 1.000E+00
"C12O16 27   K  4ps1S 0-0 R(22)"   0  22   96.9714 103123.14 1.074E-02 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 P(22)"   0  22   97.5224 102540.58 2.807E-03 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 Q(22)"   0  22   97.4602 102605.97 6.020E-03 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 R(22)"   0  22   97.3956 102674.00 3.213E-03 1.000E+10 1.000E+00
